id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
A10-2012-10-29,68.4,32.2,171.0,15.1,58.0,84.0,82
D4-2012-08-22,48.3,23.4,28.0,12.4,NA,NA,20
C1-2012-10-02,95.8,32.0,146.0,15.3,52.0,67.0,64
D3-2014-08-17,27.0,15.3,16.0,10.5,NA,NA,7
D2-2012-10-18,38.6,31.2,80.0,14.8,21.0,24.0,66
D1-2015-10-14,91.6,32.2,104.5,15.3,40.0,39.0,51
E16-2012-09-28,77.5,NA,NA,NA,NA,NA,41
C7-2012-09-26,90.6,32.1,93.0,15.4,30.0,32.0,50
E14-2014-09-25,75.5,30.0,35.0,13.2,NA,NA,30
A9-2017-08-27,NA,NA,NA,NA,NA,NA,3
E17-2012-10-10,78.1,NA,NA,NA,NA,NA,48
B12-2012-10-04,79.8,NA,NA,NA,NA,NA,44
C7-2017-08-31,78.9,31.6,57.0,14.0,NA,NA,36
F6-2012-09-03,28.1,NA,NA,NA,NA,NA,11
F17-2014-10-17,36.7,32.6,150.5,14.7,57.0,72.0,70
B12-2012-11-03,69.8,NA,NA,NA,NA,NA,74
F6-2012-09-20,66.4,26.5,38.0,13.0,NA,NA,28
F19-2015-09-28,75.4,33.8,76.0,14.1,24.0,25.0,44
E14-2012-10-15,86.5,NA,NA,NA,NA,NA,57
A9-2014-09-20,38.3,25.8,26.0,12.4,NA,NA,31
B12-2015-09-15,74.7,31.5,67.0,14.2,23.0,25.0,39
G2-2013-09-24,68.3,31.1,74.0,14.5,18.0,20.0,41
C2-2014-10-30,64.3,NA,NA,NA,NA,NA,74
A9-2014-09-29,45.0,28.3,43.5,13.4,NA,NA,40
A11-2012-09-11,59.5,28.0,38.0,13.0,NA,NA,34
B12-2012-11-01,74.6,30.5,175.0,15.0,59.0,85.0,72
C2-2014-08-20,11.4,NA,NA,NA,NA,NA,3
C6-2017-10-19,92.7,33.0,153.0,16.2,60.0,72.0,63
A9-2014-10-09,46.8,NA,NA,NA,NA,NA,50
E14-2014-11-05,88.4,NA,NA,NA,NA,NA,71
C5-2017-09-06,66.8,28.7,50.0,14.0,NA,NA,30
D5-2014-10-29,52.3,NA,NA,NA,NA,NA,67
G7-2013-09-03,52.3,23.2,27.0,12.3,NA,NA,17
D11-2013-09-15,66.8,31.6,61.0,14.3,10.0,10.0,38
H5-2014-10-17,77.4,32.0,143.5,15.8,51.0,67.0,67
D13-2012-08-31,32.6,19.1,18.0,10.9,NA,NA,15
FA-2012-09-15,43.3,NA,NA,NA,NA,NA,19
F9-2014-09-06,NA,NA,NA,NA,NA,NA,19
B1-2014-10-12,80.8,31.7,157.0,15.4,55.0,75.5,66
G2-2013-11-02,58.9,32.7,170.0,14.4,61.0,84.0,80
FZ-2014-09-14,86.5,31.9,66.0,15.3,16.0,17.0,39
C2-2014-09-20,53.2,29.0,49.0,13.8,NA,NA,34
E14-2012-09-09,65.8,NA,NA,NA,NA,NA,21
H4-2017-09-23,73.4,32.4,130.0,14.8,45.0,61.0,63
C2-2014-10-29,66.9,30.4,163.0,15.1,54.0,75.0,73
B13-2014-09-26,71.6,NA,NA,NA,NA,NA,29
C4-2013-09-27,66.6,32.8,133.0,14.8,71.0,68.0,62
D6-2012-10-04,75.7,NA,NA,NA,NA,NA,47
A6-2014-10-14,46.5,30.5,82.0,14.3,32.0,36.0,64
F17-2014-10-23,70.8,32.6,163.0,14.8,55.0,77.0,76
E14-2012-09-23,67.3,NA,NA,NA,NA,NA,35
E14-2012-10-25,91.7,32.2,156.0,15.7,58.0,78.0,67
H2-2013-10-13,50.5,28.5,68.0,13.4,20.0,28.0,51
B12-2012-09-20,71.5,28.0,50.0,13.5,NA,NA,30
B5-2014-11-05,70.4,NA,NA,NA,NA,NA,80
C4-2014-10-04,74.1,33.2,165.0,15.2,57.0,76.0,70
A11-2012-11-01,69.5,33.0,186.0,15.6,65.0,90.0,85
B12-2012-09-30,79.8,30.3,73.0,14.1,21.0,25.0,40
E14-2015-09-10,57.3,29.3,36.0,13.3,NA,NA,28
F10-2015-09-28,97.4,32.8,88.0,15.5,33.0,34.0,49
D11-2013-09-12,71.0,31.0,54.0,14.0,NA,NA,35
D9-2016-09-23,80.1,32.4,114.0,15.2,43.0,45.0,57
C8-2014-08-31,30.4,19.0,19.5,11.0,NA,NA,13
A9-2014-08-31,11.4,NA,NA,NA,NA,NA,11
A7-2017-08-31,49.3,24.3,27.0,12.6,NA,NA,21
F14-2014-10-02,83.7,33.3,176.5,15.9,60.5,81.0,71
D6-2012-08-30,35.3,NA,NA,NA,NA,NA,12
E14-2012-10-24,97.7,NA,NA,NA,NA,NA,66
G2-2014-10-23,90.2,32.1,157.0,15.9,59.0,70.0,74
B12-2017-09-28,85.0,33.2,101.0,15.2,40.0,43.0,46
FZ-2014-09-02,73.5,29.5,37.0,14.1,NA,NA,27
A9-2014-11-06,72.3,NA,NA,NA,NA,NA,78
B9-2015-09-21,43.5,21.6,25.0,11.8,NA,NA,17
F19-2013-08-31,67.1,30.4,67.0,13.4,NA,NA,40
FA-2012-09-21,52.0,NA,NA,NA,NA,NA,25
A3-2012-08-27,22.7,NA,NA,NA,NA,NA,9
G9-2014-08-18,16.7,14.0,14.5,9.5,NA,NA,6
F19-2013-09-30,83.2,31.5,158.0,14.7,59.0,78.0,70
F19-2014-09-20,96.4,31.9,86.0,14.2,43.0,49.0,52
A7-2017-09-28,79.9,32.1,102.0,15.0,39.0,46.0,49
B9-2014-10-24,82.6,32.0,167.0,15.1,58.0,77.0,74
C4-2015-09-21,74.2,31.1,68.0,14.1,18.0,18.0,44
B5-2014-09-28,50.6,NA,NA,NA,NA,NA,42
H9-2013-09-10,53.1,25.9,29.0,13.5,NA,NA,24
E6-2017-09-20,61.9,20.8,32.0,13.5,NA,NA,24
C2-2014-09-09,40.1,NA,NA,NA,NA,NA,23
C2-2014-09-26,NA,30.1,60.5,14.4,18.0,15.0,40
D6-2017-09-11,76.5,33.5,78.0,15.5,30.0,28.0,44
A9-2014-10-10,44.3,NA,NA,NA,NA,NA,51
G9-2017-10-15,84.7,32.1,145.0,14.6,54.0,62.0,62
C1-2017-10-15,71.1,31.0,115.0,14.8,46.0,53.0,57
FA-2012-11-13,NA,NA,NA,NA,NA,NA,78
E14-2012-09-02,27.0,NA,NA,NA,NA,NA,14
B9-2014-10-27,69.8,32.0,170.5,15.1,58.0,80.0,77
B13-2014-10-12,79.1,NA,NA,NA,NA,NA,45
D1-2015-09-29,81.8,31.3,62.0,14.6,20.0,10.0,36
F19-2013-09-03,61.1,31.5,72.0,13.9,NA,NA,43
D4-2017-09-20,82.8,31.4,84.0,15.1,19.0,26.0,40
D6-2012-09-05,46.4,NA,NA,NA,NA,NA,18
A3-2014-09-12,51.1,28.2,42.0,12.9,NA,NA,33
D13-2014-10-31,51.6,NA,NA,NA,NA,NA,74
D3-2016-10-27,73.1,29.3,92.0,14.8,32.0,40.0,43
C7-2014-08-17,63.3,27.8,35.5,12.7,NA,NA,27
D6-2015-10-14,96.5,33.7,112.0,15.2,38.0,40.0,58
A2-2012-08-21,47.8,21.1,25.0,11.5,NA,NA,15
D4-2015-11-06,79.2,31.1,158.0,15.6,59.0,76.0,68
A9-2014-09-09,30.0,NA,NA,NA,NA,NA,20
F9-2014-10-01,68.9,NA,NA,NA,NA,NA,44
C8-2016-09-23,50.6,24.8,28.0,12.4,NA,NA,22
H9-2014-09-16,45.3,NA,NA,NA,NA,NA,27
A2-2012-10-05,92.8,31.7,127.0,15.1,52.0,62.0,60
G9-2017-10-06,74.7,31.3,111.0,13.1,41.0,52.0,53
E14-2012-09-21,66.7,NA,NA,NA,NA,NA,33
B1-2014-10-03,81.0,31.3,127.5,15.3,49.0,58.5,57
E16-2012-10-03,79.0,30.6,88.0,15.1,28.0,33.0,46
E14-2014-10-06,NA,NA,NA,NA,NA,NA,41
B12-2017-10-12,79.2,32.5,154.0,15.3,57.0,74.0,60
FZ-2012-09-19,80.7,31.0,59.0,14.1,5.0,5.0,34
D4-2017-10-13,82.1,31.0,159.0,16.2,56.0,75.0,63
C7-2015-10-27,87.2,32.5,165.0,17.1,56.0,78.0,75
E14-2012-09-04,43.7,19.0,21.0,11.5,NA,NA,16
B5-2016-09-23,79.5,32.3,87.0,15.3,29.0,32.0,48
A11-2017-10-03,73.2,32.6,129.0,15.3,46.0,53.0,61
A9-2016-11-01,70.8,32.6,166.0,15.0,56.0,81.0,72
F10-2015-10-05,71.7,32.5,110.0,15.6,45.0,47.0,56
C9-2012-08-21,43.6,21.0,23.0,12.8,NA,NA,16
B12-2012-10-21,86.5,30.5,140.0,15.0,55.0,70.0,61
E16-2013-10-12,48.8,31.5,84.0,14.1,28.0,38.0,57
B5-2014-09-02,39.4,21.7,19.0,11.0,NA,NA,16
E17-2012-08-30,10.3,13.5,13.0,9.2,NA,NA,7
A9-2014-11-11,72.6,NA,NA,NA,NA,NA,83
B12-2014-08-16,39.2,18.6,20.0,11.6,NA,NA,12
A9-2017-09-10,40.5,NA,NA,NA,NA,NA,17
E16-2013-09-18,45.2,29.6,48.0,13.5,NA,NA,33
H9-2014-10-23,92.2,34.9,122.0,15.8,46.0,52.0,64
C11-2015-09-14,7.7,12.6,13.0,9.2,NA,NA,7
FC-2012-08-25,37.3,19.5,20.0,11.0,NA,NA,12
E14-2015-09-24,75.3,34.1,69.0,14.8,21.0,22.0,42
A6-2014-10-29,32.7,30.7,105.0,14.0,43.0,51.0,79
F10-2015-09-19,80.4,32.2,63.5,14.8,17.0,15.0,40
E14-2012-11-04,68.1,NA,NA,NA,NA,NA,77
D1-2015-11-06,71.9,32.5,172.0,15.7,68.0,81.0,74
F11-2017-08-26,45.2,20.3,24.0,13.2,NA,NA,15
D2-2014-08-23,42.1,22.1,23.0,12.0,NA,NA,16
F16-2016-09-23,67.0,32.6,111.0,14.4,47.0,52.0,58
FD-2014-09-02,70.0,29.8,40.0,14.0,NA,NA,28
C4-2015-09-26,72.2,31.7,73.0,14.7,26.0,28.0,49
F10-2014-09-02,43.0,23.4,27.0,13.0,NA,NA,20
H4-2013-10-16,71.0,31.6,130.0,15.6,52.0,65.0,61
E14-2012-09-20,72.4,NA,NA,NA,NA,NA,32
C3-2013-09-12,65.8,30.9,91.0,14.1,27.0,32.0,49
C6-2012-10-08,83.8,32.4,118.0,15.4,37.0,52.0,57
F10-2014-09-14,28.7,26.4,31.0,13.3,NA,NA,32
FZ-2015-09-10,79.1,32.1,77.0,15.4,27.0,21.0,45
F17-2014-09-26,51.9,32.3,75.0,14.1,26.0,29.0,49
B12-2017-10-13,79.6,31.9,156.0,15.9,50.0,59.0,61
B12-2017-10-03,85.8,32.5,119.0,15.6,45.0,56.0,51
D6-2014-10-25,67.3,NA,NA,NA,NA,NA,69
A2-2012-10-14,90.7,31.7,159.0,15.1,57.0,77.0,69
G2-2014-08-24,38.0,19.8,19.0,11.0,NA,NA,14
D6-2014-10-01,95.9,NA,NA,NA,NA,NA,45
B6-2012-10-01,90.2,NA,NA,NA,NA,NA,38
G12-2015-10-07,82.6,33.1,170.0,15.4,59.0,75.0,73
G9-2017-09-14,63.4,28.0,44.0,14.4,NA,NA,31
C1-2012-10-05,87.7,32.0,160.0,15.0,57.0,74.0,67
C1-2014-10-16,81.8,31.6,94.5,15.3,34.0,36.0,64
FZ-2015-09-03,76.3,31.27,58.0,15.1,15.0,15.0,38
E7-2015-10-31,87.6,32.4,175.0,15.7,60.0,84.5,69
H4-2013-10-10,82.7,31.6,109.0,15.5,41.0,49.0,55
E22-2016-09-23,79.1,33.5,102.0,15.4,37.0,41.0,55
A11-2012-09-20,69.6,31.4,63.0,14.7,5.0,5.0,43
C5-2016-09-23,59.9,27.9,35.0,13.5,NA,NA,28
B5-2014-09-27,48.0,NA,NA,NA,NA,NA,41
A4-2015-09-02,56.2,27.03,31.0,13.71,NA,NA,26
C7-2017-08-25,74.7,29.2,41.0,14.2,NA,NA,30
B12-2014-08-25,62.2,25.5,31.0,12.8,NA,NA,21
D6-2014-10-16,67.6,NA,NA,NA,NA,NA,60
H8-2017-09-14,67.4,32.1,63.0,13.9,NA,NA,36
F9-2014-09-23,65.2,28.3,55.0,13.5,10.0,10.0,36
B13-2012-10-15,104.4,NA,NA,NA,NA,NA,54
F11-2017-09-22,73.8,33.2,80.0,15.4,21.0,29.0,42
A2-2014-08-29,66.0,33.7,72.0,15.0,21.0,21.0,46
F4-2015-09-10,66.6,31.6,80.5,14.5,29.0,28.0,45
F11-2017-09-24,77.3,32.4,86.0,16.1,25.0,35.0,44
F7-2017-09-16,82.3,32.0,77.0,15.1,NA,NA,45
D3-2015-09-21,55.8,29.1,36.0,13.6,NA,NA,28
C2-2014-10-18,79.4,NA,NA,NA,NA,NA,62
A9-2017-10-31,68.3,NA,NA,NA,NA,NA,68
D11-2015-10-09,77.9,33.0,118.0,15.7,42.0,47.0,61
E14-2014-11-03,99.8,34.9,147.0,15.8,55.0,70.5,69
H6-2013-09-28,67.8,31.0,100.0,15.0,38.0,41.0,52
D5-2014-09-17,66.3,NA,NA,NA,NA,NA,25
D5-2014-10-20,57.9,NA,NA,NA,NA,NA,58
D3-2014-09-16,64.8,30.0,64.0,13.9,21.0,NA,37
B9-2015-10-02,47.7,28.3,36.0,13.5,NA,NA,28
FC-2012-10-12,91.4,32.5,149.0,15.9,53.0,68.0,60
C6-2017-09-09,70.1,26.9,33.0,12.3,NA,NA,23
B1-2014-09-09,65.4,30.1,57.0,14.0,10.0,10.0,33
F10-2014-10-17,55.5,31.3,107.5,15.6,42.0,47.0,65
H5-2017-10-24,65.3,32.8,180.0,15.7,60.0,88.0,77
D7-2015-09-21,84.4,32.9,77.0,14.1,25.0,26.0,43
D13-2014-08-30,30.2,NA,NA,NA,NA,NA,12
B5-2014-11-04,73.7,31.5,168.5,15.0,63.0,81.5,79
B13-2016-11-01,73.5,33.3,176.0,15.7,61.0,86.0,72
E17-2012-09-30,57.5,NA,NA,NA,NA,NA,38
F9-2014-08-21,15.7,NA,NA,NA,NA,NA,3
E16-2015-11-14,66.6,32.9,175.0,16.3,60.0,85.0,77
C7-2012-10-20,82.1,32.1,176.0,15.7,61.0,86.0,74
G11-2015-10-05,62.4,30.9,91.0,14.9,33.0,35.0,46
D6-2012-10-24,95.2,33.0,158.0,15.0,56.0,75.0,67
D9-2014-08-26,79.7,30.3,48.0,14.6,NA,NA,32
A7-2014-09-03,57.8,32.8,63.5,14.2,12.0,NA,38
G2-2013-10-27,53.8,32.7,158.0,14.5,58.0,75.0,74
G7-2014-08-24,58.8,26.6,31.0,12.5,NA,NA,23
D3-2012-10-12,81.5,32.5,127.0,15.0,51.0,56.0,61
H3-2017-10-21,72.8,31.9,181.0,17.0,68.0,93.0,78
F9-2014-09-13,44.9,NA,NA,NA,NA,NA,26
FZ-2012-10-28,90.6,33.0,171.0,15.5,60.0,87.0,73
D3-2012-09-24,73.7,32.0,76.0,14.5,20.0,20.0,43
F16-2014-08-30,59.5,32.7,61.5,14.3,18.0,18.0,41
E14-2012-10-22,94.5,32.2,146.0,15.7,58.0,69.0,64
B13-2014-10-24,102.2,NA,NA,NA,NA,NA,57
G2-2016-10-21,73.5,31.1,175.0,15.4,49.0,75.0,76
F14-2015-09-13,88.6,33.2,93.5,15.4,31.0,35.5,51
F9-2014-08-31,35.4,NA,NA,NA,NA,NA,13
F10-2017-09-09,36.7,16.7,16.0,10.0,NA,NA,9
E14-2012-09-28,81.5,31.5,76.0,15.4,21.0,20.0,40
G8-2013-09-21,60.9,30.3,66.0,13.5,20.0,27.0,41
B6-2012-09-12,55.2,23.0,26.0,11.4,NA,NA,19
D13-2014-10-22,57.0,NA,NA,NA,NA,NA,65
B12-2012-08-22,9.5,11.5,11.0,8.3,NA,NA,1
B6-2012-09-22,71.9,NA,NA,NA,NA,NA,29
A7-2014-09-12,57.5,33.7,81.0,14.8,31.0,34.0,47
C10-2015-10-27,86.6,31.6,139.0,15.8,50.0,65.0,64
C1-2017-10-30,74.3,31.6,165.0,15.9,62.0,73.0,72
D6-2017-09-14,85.0,33.8,85.0,15.9,38.0,39.0,47
H2-2013-11-03,56.6,28.5,127.5,14.5,50.0,67.0,72
F7-2017-08-28,70.3,28.0,35.0,13.2,NA,NA,26
G6-2014-10-14,80.2,33.8,140.0,14.8,52.0,63.0,63
A4-2015-09-18,73.9,32.2,67.0,14.9,20.0,18.0,42
E11-2012-09-03,56.8,26.2,39.0,13.1,NA,NA,23
D2-2014-10-04,80.1,31.5,127.0,15.2,49.5,55.5,58
D11-2014-10-10,74.8,33.8,153.0,16.4,51.5,63.0,63
F17-2017-09-12,53.2,28.0,38.0,13.0,NA,NA,28
E2-2016-10-27,78.6,31.6,77.0,14.0,27.0,33.0,39
A7-2012-09-11,73.2,32.8,73.0,13.7,10.0,18.0,39
E17-2012-11-05,63.3,NA,NA,NA,NA,NA,74
E16-2014-09-01,44.5,26.0,30.0,13.4,NA,NA,26
D6-2015-09-29,80.0,33.7,69.0,15.5,22.0,15.0,43
C1-2014-09-19,36.8,29.0,40.0,13.5,NA,NA,37
C10-2015-09-11,34.1,22.8,24.0,12.1,NA,NA,18
A9-2017-10-28,72.8,NA,NA,NA,NA,NA,65
E16-2012-08-26,24.9,NA,NA,NA,NA,NA,8
D6-2012-10-22,106.9,NA,NA,NA,NA,NA,65
A9-2014-10-21,69.9,NA,NA,NA,NA,NA,62
H8-2015-11-09,97.4,32.0,105.0,15.4,36.0,40.0,58
H8-2015-10-26,98.9,31.7,65.0,14.9,8.0,15.0,44
FZ-2015-09-24,79.1,31.9,27.0,15.5,50.0,54.0,59
C7-2015-09-29,81.1,32.2,71.0,16.4,25.0,20.0,47
A3-2012-09-11,54.2,NA,NA,NA,NA,NA,24
D13-2014-10-26,52.1,NA,NA,NA,NA,NA,69
H9-2013-09-28,45.8,30.6,72.0,14.9,18.0,18.0,42
B6-2012-09-11,51.9,NA,NA,NA,NA,NA,18
A2-2014-09-27,77.0,34.4,155.0,15.7,48.0,70.0,75
E16-2017-11-05,75.3,31.8,165.0,15.6,60.0,78.0,62
E11-2012-10-18,81.0,32.0,168.0,15.8,56.0,77.0,68
D5-2015-10-07,83.2,31.8,141.0,14.8,55.0,65.5,61
A11-2012-10-18,79.7,33.0,147.0,15.6,56.0,66.0,71
B12-2017-09-09,77.5,28.4,46.0,13.7,NA,NA,27
B6-2012-10-08,82.1,NA,NA,NA,NA,NA,45
G8-2017-09-20,69.2,32.6,82.0,13.5,22.0,29.0,42
E16-2017-10-15,75.4,31.7,83.0,15.1,26.0,30.0,41
D3-2015-10-14,76.2,33.3,93.0,15.7,40.0,35.0,51
B3-2017-10-06,80.0,30.2,70.0,14.4,NA,NA,34
F14-2014-08-18,70.7,27.5,35.0,13.2,NA,NA,26
G8-2015-10-01,80.8,31.9,101.0,14.8,40.0,43.0,50
E22-2013-11-17,89.7,33.5,165.0,14.7,57.0,84.0,87
B12-2012-08-23,NA,NA,NA,NA,NA,NA,2
G9-2013-09-06,42.5,23.4,28.0,12.4,NA,NA,22
E23-2013-09-22,48.4,25.1,29.0,12.5,NA,NA,25
H8-2017-09-05,69.8,29.0,40.0,12.4,NA,NA,27
C1-2012-09-26,77.4,32.0,129.0,14.8,49.0,56.0,58
F6-2017-10-18,87.4,33.1,135.0,16.5,52.0,63.0,61
A11-2012-10-29,79.2,33.0,179.0,15.5,62.0,89.0,82
B13-2014-10-21,96.8,NA,NA,NA,NA,NA,54
B13-2016-09-26,87.5,31.7,62.0,14.6,NA,NA,36
C2-2014-08-25,28.4,NA,NA,NA,NA,NA,8
B13-2017-09-28,92.8,15.1,74.0,15.1,28.0,35.0,41
G2-2013-09-09,49.1,30.1,48.0,13.1,NA,NA,26
E16-2015-10-09,75.8,32.1,70.0,15.5,20.0,24.0,41
G2-2014-08-27,41.4,21.6,22.0,11.5,NA,NA,17
D9-2015-09-23,67.5,33.2,77.0,15.0,19.0,20.5,48
D6-2012-09-26,80.5,NA,NA,NA,NA,NA,39
B5-2014-10-29,95.1,31.5,152.0,14.9,56.0,73.0,73
D3-2015-09-14,39.4,24.2,26.0,12.8,NA,NA,21
C4-2015-09-08,46.7,27.2,36.0,13.12,NA,NA,31
C6-2017-10-18,89.8,33.7,145.0,16.2,60.0,71.0,62
FC-2012-10-03,92.7,32.5,116.0,15.7,48.0,45.0,51
F14-2015-09-25,77.0,32.9,135.0,15.0,51.0,59.0,63
A9-2015-09-02,57.4,25.05,29.0,12.96,NA,NA,22
E7-2015-09-24,71.5,36.6,57.0,42.2,13.0,10.0,32
B12-2012-08-27,21.4,13.3,14.0,9.0,NA,NA,6
H6-2013-09-13,73.2,30.3,58.0,13.8,12.0,12.0,37
B12-2012-10-24,82.9,30.5,153.0,15.0,54.0,NA,64
FZ-2013-09-18,84.1,32.5,63.0,14.5,15.0,17.0,41
C11-2015-09-26,18.5,18.0,15.0,11.0,NA,NA,19
D9-2014-08-21,65.5,27.6,37.0,14.1,NA,NA,27
B12-2012-08-24,15.6,NA,NA,NA,NA,NA,3
C6-2012-09-26,81.3,32.3,83.0,14.8,18.0,28.0,45
B13-2012-09-10,65.4,24.0,26.0,12.3,NA,NA,19
C7-2015-09-21,75.9,31.3,59.0,15.7,13.0,10.0,39
H4-2013-09-28,43.3,31.6,73.0,15.2,25.0,27.0,43
FD-2014-10-02,91.5,32.1,111.0,15.5,42.0,50.5,58
B12-2015-09-18,72.6,32.2,80.0,14.2,28.0,27.0,42
E22-2017-08-29,56.8,24.7,26.0,12.4,NA,NA,22
B6-2012-10-26,NA,NA,NA,NA,NA,NA,63
C11-2015-09-21,11.8,14.8,13.0,10.3,NA,NA,14
G7-2013-10-30,60.2,31.2,121.0,14.6,50.0,59.0,74
B6-2012-08-29,13.2,NA,NA,NA,NA,NA,5
B13-2017-10-15,87.1,32.3,139.0,15.8,56.0,70.0,58
G8-2015-10-22,69.2,32.2,168.0,15.6,55.0,82.0,71
E22-2017-09-11,73.6,32.2,55.0,14.5,NA,NA,35
F6-2013-10-27,44.4,32.4,152.0,15.7,56.0,76.0,75
B13-2014-09-09,39.1,NA,NA,NA,NA,NA,12
F10-2017-10-12,78.4,31.8,77.0,14.6,NA,NA,42
E14-2014-10-26,92.2,NA,NA,NA,NA,NA,61
G2-2015-10-19,69.9,31.1,146.0,16.2,51.5,64.0,66
D13-2014-08-26,22.6,NA,NA,NA,NA,NA,8
D6-2012-10-07,79.1,NA,NA,NA,NA,NA,50
FC-2012-08-31,51.2,23.1,27.0,11.8,NA,NA,18
G8-2013-10-06,74.6,31.1,122.0,14.5,46.0,58.0,56
B13-2012-10-23,90.5,33.3,146.0,15.5,56.0,73.0,62
A3-2012-09-24,66.6,30.6,65.0,14.1,15.0,15.0,37
E14-2012-10-27,94.8,NA,NA,NA,NA,NA,69
A3-2012-08-19,11.2,11.7,13.0,8.5,NA,NA,1
FC-2012-08-23,29.4,17.0,17.0,10.6,NA,NA,10
A3-2012-09-17,57.6,NA,NA,NA,NA,NA,30
G8-2016-09-23,72.9,31.2,83.0,14.6,32.0,35.0,46
B6-2012-09-07,39.7,NA,NA,NA,NA,NA,14
E16-2014-09-16,38.9,29.5,53.5,13.9,16.0,NA,41
F10-2015-09-07,60.8,28.2,37.0,13.42,NA,NA,28
G9-2017-09-20,76.4,30.3,57.0,14.6,NA,NA,37
G8-2017-10-15,75.1,32.3,167.0,15.1,61.0,83.0,67
FZ-2012-09-10,63.9,27.2,34.0,13.3,NA,NA,25
E14-2016-09-23,80.2,31.9,55.0,14.7,NA,NA,38
F19-2015-09-07,52.0,26.64,32.0,12.35,NA,NA,23
B5-2014-08-24,25.1,16.3,13.0,10.0,NA,NA,7
H8-2014-08-18,16.2,14.0,14.0,9.8,NA,NA,6
B5-2015-09-21,61.2,31.2,64.0,13.5,13.0,14.0,38
C6-2017-09-18,78.6,31.7,51.0,15.4,25.0,29.0,32
A10-2012-09-26,81.4,32.0,82.0,14.4,20.0,22.0,49
H8-2017-09-30,80.2,32.2,108.0,15.2,36.0,42.0,52
F9-2014-10-09,66.5,NA,NA,NA,NA,NA,52
D3-2012-09-15,79.1,29.4,55.0,13.1,NA,NA,34
F17-2016-09-23,73.6,31.1,63.0,14.1,15.0,16.0,40
G11-2015-09-25,71.8,29.9,64.0,14.2,20.0,12.0,36
D9-2015-10-20,70.5,33.5,165.0,16.5,58.0,78.0,75
G7-2015-09-16,80.7,30.1,53.0,14.2,9.0,9.0,33
G6-2017-08-26,57.6,25.6,31.0,12.3,NA,NA,23
E16-2012-09-15,63.6,26.8,41.0,13.5,NA,NA,28
E14-2012-09-17,74.0,NA,NA,NA,NA,NA,29
F6-2015-11-07,93.4,32.2,145.0,16.1,55.0,66.5,68
C5-2017-10-12,73.8,31.9,164.0,15.1,63.0,77.0,66
E14-2012-10-23,88.1,NA,NA,NA,NA,NA,65
B9-2014-10-09,65.6,32.0,114.0,15.6,40.0,42.0,59
G2-2014-11-01,62.4,31.6,172.2,15.5,59.5,81.0,83
C1-2017-09-30,74.7,31.5,66.0,14.7,NA,NA,42
A9-2017-10-02,65.7,NA,NA,NA,NA,NA,39
E16-2013-09-15,54.9,28.8,42.0,13.3,NA,NA,30
A3-2012-08-21,13.7,NA,NA,NA,NA,NA,3
FD-2015-09-15,37.7,17.9,19.0,10.8,NA,NA,13
E22-2013-09-12,58.0,24.1,27.0,11.9,NA,NA,21
H5-2014-08-27,48.6,20.9,20.0,12.0,NA,NA,16
B13-2012-10-26,103.5,33.3,154.0,15.5,59.0,82.0,65
F17-2013-10-06,73.2,33.3,167.0,13.8,60.0,82.0,74
FC-2013-09-12,68.0,32.6,69.0,13.9,18.0,21.0,43
A9-2014-09-26,54.9,27.3,33.5,13.2,NA,NA,37
D7-2014-10-29,74.5,32.0,167.0,14.9,54.5,78.0,79
F9-2014-09-16,42.5,NA,NA,NA,NA,NA,29
B13-2014-09-08,NA,NA,NA,NA,NA,NA,11
G9-2013-09-03,35.9,22.2,25.0,12.2,NA,NA,19
D5-2015-10-19,70.4,31.9,179.0,15.7,62.0,85.0,73
B13-2012-08-30,31.6,15.9,14.0,10.3,NA,NA,8
FZ-2015-09-15,84.3,31.7,93.0,15.5,31.5,30.0,50
A4-2012-09-23,85.0,32.0,104.0,15.5,40.0,42.0,53
G6-2014-09-29,72.3,33.5,89.0,14.5,27.0,26.0,48
F6-2012-10-26,92.3,31.6,142.0,14.8,53.0,71.0,64
C2-2014-08-28,NA,NA,NA,NA,NA,NA,11
A6-2014-08-16,12.8,13.5,13.0,9.3,NA,NA,5
C2-2014-09-02,28.0,20.0,21.5,11.4,NA,NA,16
F9-2014-08-25,20.9,NA,NA,NA,NA,NA,7
E14-2014-10-19,92.6,34.9,91.0,15.4,34.5,38.0,54
D5-2012-09-26,71.9,28.5,44.0,13.6,NA,NA,37
B13-2012-09-27,91.9,NA,NA,NA,NA,NA,36
E14-2012-08-26,18.6,14.1,14.0,9.1,NA,NA,7
A2-2012-09-05,63.3,28.4,47.0,13.5,NA,NA,30
B13-2013-09-03,57.9,24.3,28.0,12.1,NA,NA,20
A11-2012-08-27,29.1,17.8,15.0,10.8,NA,NA,19
C7-2014-08-23,78.0,31.1,53.5,13.6,8.0,8.0,33
F10-2014-10-14,56.5,31.4,104.5,16.1,38.0,40.0,62
E14-2014-09-23,56.7,NA,NA,NA,NA,NA,28
D6-2017-10-09,73.1,33.4,168.0,15.3,50.0,75.0,72
E23-2013-09-01,11.5,13.0,15.0,8.7,NA,NA,4
G12-2014-09-20,81.6,33.7,94.0,15.1,35.0,39.0,48
F4-2015-09-24,67.8,31.7,123.0,14.7,48.0,51.0,59
G6-2014-08-24,32.7,18.9,17.0,10.3,NA,NA,12
